Report file for Node 6392B6C5FB53,,,,,,,,
,,,,,,,,
4 Nodes with strongest RSSIs per Test Step:,,,,,,,,
,,,,,,,,
END, 9A34ECDEA99E,-68.37929535,  2D1032CDC2EC,-68.79310608,  F9632B2DFC58,-83.5, ,
MOVE 1, DAD655CD510A,-57.37931061,  2D1032CDC2EC,-46.39999771,  94DC6692F976,-62.34483337,  5D358CDAED0D,-52.5
START, 2D1032CDC2EC,-46.39999771,  94DC6692F976,-62.34483337,  459F7A08D5D7,-74.96296692,  5D358CDAED0D,-52.5
MOVE 3, 5D358CDAED0D,-52.86206818,  DAD655CD510A,-57.5333252,  94DC6692F976,-68.67857361,  F9632B2DFC58,-83.5
MOVE 2, 94DC6692F976,-62.34483337,  F9632B2DFC58,-80.2857132,  9A34ECDEA99E,-63.44444275,  2D1032CDC2EC,-68.79310608
MOVE 5, 94DC6692F976,-70.11539459,  DAD655CD510A,-57.5333252,  5D358CDAED0D,-52.86206818,  9A34ECDEA99E,-66.55173492
MOVE 4, 9A34ECDEA99E,-66.55173492,  2D1032CDC2EC,-68.79310608,  5D358CDAED0D,-52.86206818,  DAD655CD510A,-57.5333252
MOVE 7, 9A34ECDEA99E,-68.37929535,  DAD655CD510A,-57.5333252,  94DC6692F976,-73.66666412,  459F7A08D5D7,-74.96296692
MOVE 6, 459F7A08D5D7,-74.96296692,  9A34ECDEA99E,-66.55173492,  DAD655CD510A,-57.5333252,  94DC6692F976,-73.66666412
MOVE 9, 9A34ECDEA99E,-68.37929535,  94DC6692F976,-73.66666412,  5D358CDAED0D,-57.1428566,  459F7A08D5D7,-75.17391205
MOVE 8, 5D358CDAED0D,-52.86206818,  DAD655CD510A,-57.8666687,  F9632B2DFC58,-83.5,  459F7A08D5D7,-74.96296692
MOVE 10, 5D358CDAED0D,-57.1428566,  94DC6692F976,-73.66666412,  459F7A08D5D7,-75.17391205,  DAD655CD510A,-57.8666687
,,,,,,,,
,,,,,,,,
 Raw Data:,,,,,,,,
,,,,,,,,
time,hwid,type,samples,maxRSSI,mean,stddev,Change,Event
,,,,,,,,
1502202033 DAD655CD510A228-55-56.35714340.621485353,,,,,,,,
1502202033 2D1032CDC2EC330-44-45.533332821.105888724,,,,,,,,
1502202033 459F7A08D5D7229-67-68.965515140.981353223,,,,,,,,
1502202033 94DC6692F976330-49-52.566669463.41076684,,,,,,,,
1502202093 DAD655CD510A230-55-55.866661070.681443989*START,,,,,,,,
1502202093 2D1032CDC2EC330-44-45.933330540.944431782*START,,,,,,,,
1502202093 459F7A08D5D7227-67-69.222221371.050030351*START,,,,,,,,
1502202093 94DC6692F976328-46-54.03571324.89506197*START,,,,,,,,
1502202153 2D1032CDC2EC330-43-44.333335880.802296102Node ChangedSTART,,,,,,,,
1502202153 459F7A08D5D7228-66-68.071418761.653916478Node ChangedSTART,,,,,,,,
1502202153 94DC6692F976330-46-503.280032635Node ChangedSTART,,,,,,,,
1502202153 5D358CDAED0D230-49-49.933334350.691491008Node ChangedSTART,,,,,,,,
1502202213 2D1032CDC2EC330-43-44.599994660.813676357*START,,,,,,,,
1502202213 459F7A08D5D7230-66-67.766677861.135123849*START,,,,,,,,
1502202213 94DC6692F976330-45-47.166664121.341211438*START,,,,,,,,
1502202213 5D358CDAED0D230-49-50.50.776818573*START,,,,,,,,
1502202273 2D1032CDC2EC330-42-43.866676330.97320497*START,,,,,,,,
1502202273 459F7A08D5D7228-64-682.160248756*START,,,,,,,,
1502202273 94DC6692F976330-45-47.86666872.255006313*START,,,,,,,,
1502202273 5D358CDAED0D229-49-50.206901550.773642063*START,,,,,,,,
1502202333 2D1032CDC2EC330-44-44.433330540.727932274*START,,,,,,,,
1502202333 459F7A08D5D7227-66-67.925926212.673601627*START,,,,,,,,
1502202333 94DC6692F976329-49-51.482757571.59509635*START,,,,,,,,
1502202333 5D358CDAED0D230-48-49.066665650.583292365*START,,,,,,,,
1502202393 2D1032CDC2EC330-43-44.166667940.64771986*START,,,,,,,,
1502202393 459F7A08D5D7228-66-67.821426391.415616155*START,,,,,,,,
1502202393 94DC6692F976330-48-49.63333131.542128801*START,,,,,,,,
1502202393 5D358CDAED0D228-49-49.821430210.547963977*START,,,,,,,,
1502202453 2D1032CDC2EC330-40-42.466667181.041660786*START,,,,,,,,
1502202453 459F7A08D5D7227-67-70.481483461.39698422*START,,,,,,,,
1502202453 94DC6692F976330-44-50.366661073.605391502*START,,,,,,,,
1502202453 5D358CDAED0D229-50-52.344829561.36998117*START,,,,,,,,
1502202513 2D1032CDC2EC329-41-43.241378781.090713501*START,,,,,,,,
1502202513 459F7A08D5D7227-69-71.777786251.739438176*START,,,,,,,,
1502202513 94DC6692F976329-48-49.620689390.727706969*START,,,,,,,,
1502202513 F9632B2DFC58225-77-80.280006412.010801792Node ChangedSTART,,,,,,,,
1502202573 2D1032CDC2EC330-42-42.966663360.182574347*START,,,,,,,,
1502202573 459F7A08D5D7227-70-74.962966923.379590988*START,,,,,,,,
1502202573 94DC6692F976329-49-50.655174260.669534504*START,,,,,,,,
1502202573 F9632B2DFC58228-75-76.71428681.083791614*START,,,,,,,,
1502202633 2D1032CDC2EC330-43-44.966667181.272611618*START,,,,,,,,
1502202633 459F7A08D5D7230-69-71.366661071.902509332*START,,,,,,,,
1502202633 94DC6692F976330-49-53.433338172.500803232*START,,,,,,,,
1502202633 F9632B2DFC58222-71-77.272727974.311467648*START,,,,,,,,
1502202693 2D1032CDC2EC330-44-45.733329770.944430709*START,,,,,,,,
1502202693 459F7A08D5D7228-66-68.178573612.091492414*START,,,,,,,,
1502202693 94DC6692F976326-47-50.923072812.667178631*START,,,,,,,,
1502202693 F9632B2DFC58226-70-71.999992371.131369948*START,,,,,,,,
1502202753 2D1032CDC2EC330-42-44.933334350.944433391*START,,,,,,,,
1502202753 459F7A08D5D7227-63-66.962966921.285465598*START,,,,,,,,
1502202753 94DC6692F976329-47-49.379310611.082780719*START,,,,,,,,
1502202753 F9632B2DFC58229-69-72.172401431.852971315*START,,,,,,,,
1502202813 2D1032CDC2EC330-43-44.900001530.994813859*START,,,,,,,,
1502202813 459F7A08D5D7229-66-67.827575681.136063576*START,,,,,,,,
1502202813 94DC6692F976330-46-49.166664121.440385461*START,,,,,,,,
1502202813 F9632B2DFC58228-70-72.750007631.37773478*START,,,,,,,,
1502202873 2D1032CDC2EC330-44-45.933338171.436791062*START,,,,,,,,
1502202873 459F7A08D5D7228-64-67.035720832.441645622*START,,,,,,,,
1502202873 94DC6692F976330-46-48.366664891.496738911*START,,,,,,,,
1502202873 F9632B2DFC58227-72-76.222213753.308884621*START,,,,,,,,
1502202933 2D1032CDC2EC329-42-43.655174261.837620974*START,,,,,,,,
1502202933 459F7A08D5D7225-64-67.760002142.146314621*START,,,,,,,,
1502202933 94DC6692F976330-47-54.199993135.767925739*START,,,,,,,,
1502202933 F9632B2DFC58223-75-78.217391972.194135666*START,,,,,,,,
1502202993 2D1032CDC2EC330-42-43.566665651.040004253*START,,,,,,,,
1502202993 459F7A08D5D7227-66-69.111106871.5770787*START,,,,,,,,
1502202993 94DC6692F976328-50-57.392860417.936504364*START,,,,,,,,
1502202993 F9632B2DFC58225-74-78.440002442.237558842*START,,,,,,,,
1502203053 2D1032CDC2EC330-43-43.400001530.498272836*START,,,,,,,,
1502203053 459F7A08D5D7230-66-69.466659552.344962597*START,,,,,,,,
1502203053 94DC6692F976329-49-51.620689391.265301347*START,,,,,,,,
1502203053 F9632B2DFC5825-77-79.800003052.280350924*START,,,,,,,,
1502203113 2D1032CDC2EC329-42-42.965518950.565859497*START,,,,,,,,
1502203113 459F7A08D5D7227-68-712.075494528*START,,,,,,,,
1502203113 94DC6692F976329-49-50.931034091.251600146*START,,,,,,,,
1502203113 5D358CDAED0D230-50-51.033336640.413840771Node ChangedSTART,,,,,,,,
1502203173 2D1032CDC2EC330-41-43.099998470.959525228*START,,,,,,,,
1502203173 94DC6692F976329-51-54.206893921.473075151Node ChangedSTART,,,,,,,,
1502203173 F9632B2DFC58226-75-78.653839112.226070881Node ChangedSTART,,,,,,,,
1502203173 5D358CDAED0D230-50-51.366664890.718395352*START,,,,,,,,
1502203233 2D1032CDC2EC329-42-43.517238620.94946146*START,,,,,,,,
1502203233 459F7A08D5D7228-67-70.035720831.952818751Node ChangedSTART,,,,,,,,
1502203233 F9632B2DFC58222-76-80.18181612.403100491*START,,,,,,,,
1502203233 94DC6692F976327-46-52.74073414.477231503Node ChangedSTART,,,,,,,,
1502203293 2D1032CDC2EC330-41-42.533332820.628810287*START,,,,,,,,
1502203293 459F7A08D5D7229-66-67.172409061.255530357*START,,,,,,,,
1502203293 94DC6692F976329-49-62.344833374.228103161Node ChangedSTART,,,,,,,,
1502203293 5D358CDAED0D230-49-49.600002290.563241482Node ChangedSTART,,,,,,,,
1502203353 2D1032CDC2EC330-45-45.600009920.723975956*START,,,,,,,,
1502203353 459F7A08D5D7227-65-66.259262080.984207809*START,,,,,,,,
1502203353 94DC6692F976330-47-48.566669461.478194118*START,,,,,,,,
1502203353 5D358CDAED0D229-50-51.517242430.687681377*START,,,,,,,,
1502203413 2D1032CDC2EC330-46-46.399997710.563241899*START,,,,,,,,
1502203413 459F7A08D5D7230-65-67.300010682.830254078*START,,,,,,,,
1502203413 94DC6692F976329-47-48.793106081.20650959*START,,,,,,,,
1502203413 5D358CDAED0D230-50-51.233329770.504007697*START,,,,,,,,
1502203473 2D1032CDC2EC330-43-45.133335110.973206341*START,,,,,,,,
1502203473 459F7A08D5D7229-66-67.379318241.177577376*START,,,,,,,,
1502203473 94DC6692F976330-46-48.766666411.104327798*START,,,,,,,,
1502203473 5D358CDAED0D229-51-51.793094640.675031543*START,,,,,,,,
1502203533 2D1032CDC2EC329-44-45.034481050.68048054*START,,,,,,,,
1502203533 459F7A08D5D7228-66-68.96428681.318870902*START,,,,,,,,
1502203533 94DC6692F976330-48-51.833335881.895244241*START,,,,,,,,
1502203533 5D358CDAED0D230-51-52.50.629723608*START,,,,,,,,
1502203593 2D1032CDC2EC330-42-44.399997710.894426823*START,,,,,,,,
1502203593 459F7A08D5D7226-67-68.423072811.205755711*START,,,,,,,,
1502203593 94DC6692F976329-47-50.896556854.450880051*START,,,,,,,,
1502203593 5D358CDAED0D230-50-51.900001530.994813979*START,,,,,,,,
1502203653 2D1032CDC2EC330-42-44.866664891.569830775*START,,,,,,,,
1502203653 459F7A08D5D7227-66-67.666664120.832049906*START,,,,,,,,
1502203653 94DC6692F976330-45-50.900001534.663504601*START,,,,,,,,
1502203653 5D358CDAED0D228-49-50.892852781.370029926*START,,,,,,,,
1502203713 2D1032CDC2EC329-42-45.275863651.278854489*START,,,,,,,,
1502203713 459F7A08D5D7227-66-68.037040711.65207541*START,,,,,,,,
1502203713 94DC6692F976329-45-47.482761382.354640484*START,,,,,,,,
1502203713 5D358CDAED0D230-49-49.533332820.507415652*START,,,,,,,,
1502203773 2D1032CDC2EC330-40-42.433334350.727932155*START,,,,,,,,
1502203773 459F7A08D5D7228-64-67.642860411.850212097*START,,,,,,,,
1502203773 94DC6692F976330-48-51.533332822.542512655*START,,,,,,,,
1502203773 5D358CDAED0D230-49-49.26666260.449776679*START,,,,,,,,
1502203833 2D1032CDC2EC330-40-41.36666870.99942404*START,,,,,,,,
1502203833 459F7A08D5D7230-65-67.833335881.966679692*START,,,,,,,,
1502203833 94DC6692F976330-48-53.866661071.995398164*START,,,,,,,,
1502203833 5D358CDAED0D230-48-48.666667940.606479228*START,,,,,,,,
1502203893 DAD655CD510A230-53-53.933334350.980264544Node ChangedSTART,,,,,,,,
1502203893 2D1032CDC2EC330-42-43.166667940.949895501Node ChangedSTART,,,,,,,,
1502203893 459F7A08D5D7228-65-67.71428683.68034935Node ChangedSTART,,,,,,,,
1502203893 94DC6692F976330-51-54.733333592.728311062Node ChangedSTART,,,,,,,,
1502203953 DAD655CD510A229-54-54.413791660.501229227*START,,,,,,,,
1502203953 2D1032CDC2EC330-43-44.033332820.413841128*START,,,,,,,,
1502203953 459F7A08D5D7227-66-70.407409673.225611925*START,,,,,,,,
1502203953 94DC6692F976330-55-58.466667182.359621525*START,,,,,,,,
1502204013 DAD655CD510A227-54-55.111110690.697982252*START,,,,,,,,
1502204013 2D1032CDC2EC329-42-43.827583310.539110422*START,,,,,,,,
1502204013 459F7A08D5D7227-66-68.555541991.368133307*START,,,,,,,,
1502204013 F9632B2DFC58225-74-77.720001222.031420708Node ChangedSTART,,,,,,,,
1502204073 DAD655CD510A229-54-55.000003810.534522116*START,,,,,,,,
1502204073 2D1032CDC2EC330-42-43.633335110.718393087*START,,,,,,,,
1502204073 459F7A08D5D7229-62-68.6551592.004922867*START,,,,,,,,
1502204073 F9632B2DFC58227-71-75.925933842.758569002*START,,,,,,,,
1502204133 DAD655CD510A229-53-54.75861740.950758457*START,,,,,,,,
1502204133 2D1032CDC2EC330-43-44.400001531.037238121*START,,,,,,,,
1502204133 459F7A08D5D7229-67-68.965507511.426352739*START,,,,,,,,
1502204133 94DC6692F976330-40-49.600002292.711406946Node ChangedSTART,,,,,,,,
1502204193 DAD655CD510A225-53-53.479999540.585946858*START,,,,,,,,
1502204193 2D1032CDC2EC330-44-45.300003050.702214062*START,,,,,,,,
1502204193 459F7A08D5D7226-65-66.538459781.028815985*START,,,,,,,,
1502204193 94DC6692F976329-50-55.896553043.811118126*START,,,,,,,,
1502204253 DAD655CD510A228-52-54.392860410.685256898*START,,,,,,,,
1502204253 2D1032CDC2EC330-43-43.63333130.718395054*START,,,,,,,,
1502204253 94DC6692F976327-53-62.074073795.18077755Node ChangedSTART,,,,,,,,
1502204253 459F7A08D5D7226-65-66.807693481.939468145Node ChangedSTART,,,,,,,,
1502204313 DAD655CD510A228-54-54.071426390.262265325*START,,,,,,,,
1502204313 2D1032CDC2EC329-44-44.103450780.409252197*START,,,,,,,,
1502204313 94DC6692F976329-52-57.31034472.953249216*START,,,,,,,,
1502204313 459F7A08D5D7225-63-66.599998471.224745512*START,,,,,,,,
1502204373 DAD655CD510A228-53-54.60714340.737326503*START,,,,,,,,
1502204373 2D1032CDC2EC329-43-44.275863650.648985624*START,,,,,,,,
1502204373 94DC6692F976327-53-56.70369722.523958445*START,,,,,,,,
1502204373 459F7A08D5D7228-65-66.535720830.79265815*START,,,,,,,,
1502204433 DAD655CD510A229-52-53.448276520.736121118*START,,,,,,,,
1502204433 2D1032CDC2EC330-42-42.566669460.817200243*START,,,,,,,,
1502204433 94DC6692F976329-48-57.206897744.443126202*START,,,,,,,,
1502204433 459F7A08D5D7228-65-66.821426391.0202986*START,,,,,,,,
1502204493 DAD655CD510A230-53-54.266666410.583292246*START,,,,,,,,
1502204493 2D1032CDC2EC330-40-42.700000761.556964397*START,,,,,,,,
1502204493 5D358CDAED0D230-49-50.099998470.844862223Node ChangedSTART,,,,,,,,
1502204493 94DC6692F976330-47-50.36666872.539120913Node ChangedSTART,,,,,,,,
1502204553 DAD655CD510A230-53-54.26666260.63968277*START,,,,,,,,
1502204553 2D1032CDC2EC330-42-43.033336640.319841951*START,,,,,,,,
1502204553 5D358CDAED0D230-49-49.900001530.711967111*START,,,,,,,,
1502204553 94DC6692F976330-49-51.299999241.368363023*START,,,,,,,,
1502204613 DAD655CD510A230-51-52.833328250.874282777*START,,,,,,,,
1502204613 2D1032CDC2EC330-41-42.699996950.87690711*START,,,,,,,,
1502204613 5D358CDAED0D229-49-49.586208340.77998364*START,,,,,,,,
1502204613 94DC6692F976324-48-58.1256.955214024*START,,,,,,,,
1502204673 DAD655CD510A230-53-53.766670230.626062274*START,,,,,,,,
1502204673 2D1032CDC2EC330-42-43.566661831.072651625*START,,,,,,,,
1502204673 5D358CDAED0D230-49-49.699993130.534982562*START,,,,,,,,
1502204673 94DC6692F976329-50-58.586208343.840733528*START,,,,,,,,
1502204733 DAD655CD510A230-52-53.50.629723132*START,,,,,,,,
1502204733 2D1032CDC2EC329-41-42.51723481.429800987*START,,,,,,,,
1502204733 5D358CDAED0D230-48-49.633327480.614949346*START,,,,,,,,
1502204733 94DC6692F976330-48-53.400001535.721105099*START,,,,,,,,
1502204793 DAD655CD510A228-53-54.571434020.997350216*MOVE 1,,,,,,,,
1502204793 2D1032CDC2EC330-42-43.766670231.330887556*MOVE 1,,,,,,,,
1502204793 5D358CDAED0D230-43-49.833335881.683250427*MOVE 1,,,,,,,,
1502204793 94DC6692F976330-48-53.566665653.212941647*MOVE 1,,,,,,,,
1502204913 DAD655CD510A228-55-56.60714341.196887612*MOVE 1,,,,,,,,
1502204913 2D1032CDC2EC329-43-44.24138260.635563552*MOVE 1,,,,,,,,
1502204913 94DC6692F976329-48-51.413791661.570196867Node ChangedMOVE 1,,,,,,,,
1502204913 F9632B2DFC58225-71-76.199996954.262237072Node ChangedMOVE 1,,,,,,,,
1502204973 DAD655CD510A229-56-57.172412870.92847681*MOVE 1,,,,,,,,
1502204973 2D1032CDC2EC330-43-46.099998471.446757078*MOVE 1,,,,,,,,
1502204973 5D358CDAED0D230-50-50.500007630.572350144Node ChangedMOVE 1,,,,,,,,
1502204973 94DC6692F976329-48-49.586204531.763058066Node ChangedMOVE 1,,,,,,,,
1502205033 DAD655CD510A228-55-56.214282990.629940629*MOVE 1,,,,,,,,
1502205033 2D1032CDC2EC330-45-45.833335880.53066808*MOVE 1,,,,,,,,
1502205033 5D358CDAED0D230-51-51.700004580.466089398*MOVE 1,,,,,,,,
1502205033 94DC6692F976330-48-48.900001530.758856237*MOVE 1,,,,,,,,
1502205093 DAD655CD510A230-56-56.700004580.749710977*MOVE 1,,,,,,,,
1502205093 2D1032CDC2EC329-46-46.034481050.325440884*MOVE 1,,,,,,,,
1502205093 5D358CDAED0D229-51-51.655174260.483725965*MOVE 1,,,,,,,,
1502205093 94DC6692F976330-48-49.700000760.794375777*MOVE 1,,,,,,,,
1502205153 DAD655CD510A229-55-57.310340880.660272956*MOVE 1,,,,,,,,
1502205153 2D1032CDC2EC330-45-45.633335110.556053936*MOVE 1,,,,,,,,
1502205153 5D358CDAED0D230-51-51.36666870.490133017*MOVE 1,,,,,,,,
1502205153 94DC6692F976329-48-49.551727290.909718096*MOVE 1,,,,,,,,
1502205213 DAD655CD510A230-56-57.299995420.702213705*MOVE 1,,,,,,,,
1502205213 2D1032CDC2EC330-44-45.233341220.678911448*MOVE 1,,,,,,,,
1502205213 5D358CDAED0D230-50-51.366664890.556051731*MOVE 1,,,,,,,,
1502205213 94DC6692F976329-49-51.724136352.085606337*MOVE 1,,,,,,,,
1502205273 DAD655CD510A230-55-57.099998471.348051548*MOVE 1,,,,,,,,
1502205273 2D1032CDC2EC330-45-46.099998470.547723413*MOVE 1,,,,,,,,
1502205273 5D358CDAED0D229-49-50.482753750.784705162*MOVE 1,,,,,,,,
1502205273 94DC6692F976329-48-51.482753751.089583158*MOVE 1,,,,,,,,
1502205333 DAD655CD510A229-56-57.172416690.966175675*MOVE 1,,,,,,,,
1502205333 2D1032CDC2EC329-44-451.164965391*MOVE 1,,,,,,,,
1502205333 5D358CDAED0D230-50-50.63333130.490132421*MOVE 1,,,,,,,,
1502205333 94DC6692F976330-51-53.766666412.473073721*MOVE 1,,,,,,,,
1502205393 DAD655CD510A230-56-57.066665650.73968029*MOVE 1,,,,,,,,
1502205393 2D1032CDC2EC330-44-44.933334351.014831305*MOVE 1,,,,,,,,
1502205393 94DC6692F976329-46-48.793102261.800382853Node ChangedMOVE 1,,,,,,,,
1502205393 5D358CDAED0D229-51-51.31034470.470824152Node ChangedMOVE 1,,,,,,,,
1502205453 DAD655CD510A229-55-56.655174260.973795176*MOVE 1,,,,,,,,
1502205453 2D1032CDC2EC330-43-44.433326721.00630331*MOVE 1,,,,,,,,
1502205453 94DC6692F976330-47-51.500003812.193249941*MOVE 1,,,,,,,,
1502205453 5D358CDAED0D230-50-51.333332060.660894394*MOVE 1,,,,,,,,
1502205513 DAD655CD510A228-55-56.750.645497084*MOVE 1,,,,,,,,
1502205513 2D1032CDC2EC329-44-45.965518950.680481613*MOVE 1,,,,,,,,
1502205513 94DC6692F976329-48-51.310340881.514299393*MOVE 1,,,,,,,,
1502205513 5D358CDAED0D228-50-50.857139590.448395759*MOVE 1,,,,,,,,
1502205573 DAD655CD510A230-55-56.666667941.15470016*MOVE 1,,,,,,,,
1502205573 2D1032CDC2EC329-41-44.068969732.250892162*MOVE 1,,,,,,,,
1502205573 94DC6692F976330-48-51.133327482.315367699*MOVE 1,,,,,,,,
1502205573 5D358CDAED0D229-50-51.068969730.703613818*MOVE 1,,,,,,,,
1502205633 DAD655CD510A229-55-57.379310611.29321754*MOVE 1,,,,,,,,
1502205633 2D1032CDC2EC330-41-42.266658780.583296537*MOVE 1,,,,,,,,
1502205633 94DC6692F976330-49-51.299999240.987857163*MOVE 1,,,,,,,,
1502205633 5D358CDAED0D230-51-51.833335880.461133003*MOVE 1,,,,,,,,
1502205693 DAD655CD510A228-54-55.678569790.669636071*MOVE 1,,,,,,,,
1502205693 2D1032CDC2EC330-41-43.299999240.876906753*MOVE 1,,,,,,,,
1502205693 94DC6692F976329-52-53.724136350.959783554*MOVE 1,,,,,,,,
1502205693 5D358CDAED0D230-51-51.533332820.507415891*MOVE 1,,,,,,,,
1502205753 DAD655CD510A230-55-55.266670230.449775785*MOVE 1,,,,,,,,
1502205753 2D1032CDC2EC330-43-44.466667180.571345806*MOVE 1,,,,,,,,
1502205753 94DC6692F976329-51-54.448272711.616570473*MOVE 1,,,,,,,,
1502205753 5D358CDAED0D230-50-51.533336640.628810048*MOVE 1,,,,,,,,
1502205813 DAD655CD510A229-54-55.034484860.325440288*MOVE 1,,,,,,,,
1502205813 2D1032CDC2EC330-44-44.833335880.461133122*MOVE 1,,,,,,,,
1502205813 94DC6692F976330-52-53.666667940.660894096*MOVE 1,,,,,,,,
1502205813 5D358CDAED0D229-50-510.597613335*MOVE 1,,,,,,,,
1502205873 DAD655CD510A229-54-54.862068180.639427543*MOVE 1,,,,,,,,
1502205873 2D1032CDC2EC329-43-44.793106080.491303682*MOVE 1,,,,,,,,
1502205873 94DC6692F976330-51-53.866664891.166583776*MOVE 1,,,,,,,,
1502205873 5D358CDAED0D229-50-510.597615063*MOVE 1,,,,,,,,
1502205933 DAD655CD510A230-54-56.099998471.155197144*MOVE 2,,,,,,,,
1502205933 2D1032CDC2EC330-42-47.933338178.43610096*MOVE 2,,,,,,,,
1502205933 94DC6692F976328-46-55.035709386.49490881*MOVE 2,,,,,,,,
1502205933 5D358CDAED0D230-48-49.900001530.884736836*MOVE 2,,,,,,,,
1502205993 DAD655CD510A230-54-56.433330541.072648287*MOVE 2,,,,,,,,
1502205993 2D1032CDC2EC327-64-65.666656490.877059877*MOVE 2,,,,,,,,
1502205993 94DC6692F976330-47-49.966663362.311641216*MOVE 2,,,,,,,,
1502205993 5D358CDAED0D230-47-49.366664891.09806478*MOVE 2,,,,,,,,
1502206053 DAD655CD510A229-55-56.000003811.035097599*MOVE 2,,,,,,,,
1502206053 2D1032CDC2EC329-64-65.517227170.687680185*MOVE 2,,,,,,,,
1502206053 94DC6692F976330-45-48.200004581.919051886*MOVE 2,,,,,,,,
1502206053 5D358CDAED0D230-49-50.200000760.924755275*MOVE 2,,,,,,,,
1502206113 DAD655CD510A230-55-56.933334351.229896426*MOVE 2,,,,,,,,
1502206113 2D1032CDC2EC329-63-65.379325870.902921081*MOVE 2,,,,,,,,
1502206113 94DC6692F976329-45-47.75861742.011663675*MOVE 2,,,,,,,,
1502206113 5D358CDAED0D229-49-50.000003810.597614229*MOVE 2,,,,,,,,
1502206173 DAD655CD510A230-55-57.53332521.279367566*MOVE 2,,,,,,,,
1502206173 9A34ECDEA99E230-60-61.899997710.75885582Node ChangedMOVE 2,,,,,,,,
1502206173 2D1032CDC2EC329-65-68.793106082.193808794Node ChangedMOVE 2,,,,,,,,
1502206173 94DC6692F976330-45-47.700004582.053589106Node ChangedMOVE 2,,,,,,,,
1502206233 DAD655CD510A230-55-56.899997711.422720075*MOVE 2,,,,,,,,
1502206233 9A34ECDEA99E226-61-62.692306520.617687583*MOVE 2,,,,,,,,
1502206233 2D1032CDC2EC329-65-66.965515141.822140336*MOVE 2,,,,,,,,
1502206233 94DC6692F976330-45-45.566669460.504006863*MOVE 2,,,,,,,,
1502206293 DAD655CD510A230-54-55.13333130.681445003*MOVE 2,,,,,,,,
1502206293 9A34ECDEA99E230-60-62.26666260.691490948*MOVE 2,,,,,,,,
1502206293 2D1032CDC2EC330-64-65.666671750.922264576*MOVE 2,,,,,,,,
1502206293 94DC6692F976330-43-47.333335883.273018122*MOVE 2,,,,,,,,
1502206353 DAD655CD510A230-54-560.587220132*MOVE 2,,,,,,,,
1502206353 9A34ECDEA99E230-62-63.033332820.556052268*MOVE 2,,,,,,,,
1502206353 2D1032CDC2EC330-65-65.833328250.530668378*MOVE 2,,,,,,,,
1502206353 94DC6692F976330-45-46.133335110.571347058*MOVE 2,,,,,,,,
1502206413 DAD655CD510A229-54-55.586204531.018303275*MOVE 2,,,,,,,,
1502206413 9A34ECDEA99E230-61-62.666667940.711158991*MOVE 2,,,,,,,,
1502206413 2D1032CDC2EC328-63-64.428573611.345183492*MOVE 2,,,,,,,,
1502206413 94DC6692F976330-44-48.533332823.115405083*MOVE 2,,,,,,,,
1502206473 DAD655CD510A229-53-54.620689390.727705002*MOVE 2,,,,,,,,
1502206473 9A34ECDEA99E229-62-63.034484860.421117455*MOVE 2,,,,,,,,
